"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18465,0,4000,4835,25,10381,254,77.25
"None","Total",18465,0,4000,4835,25,10381,254,77.25
