"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",13070,2600,2700,2900,3300,7800,8400,8700,8700,9000
"Total",13070,2600,2700,2900,3300,7800,8400,8700,8700,9000
