"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",3968,2000,2100,2200,6300,7200,7300,7400,7500,7800
"Total",3968,2000,2100,2200,6300,7200,7300,7400,7500,7800
