"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",13070,0,2600,3545,26,8997,256,54.74
"None","Total",13070,0,2600,3545,26,8997,256,54.74
