"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",10551,2400,2500,2600,2800,7700,7900,8000,8100,8400
"Total",10551,2400,2500,2600,2800,7700,7900,8000,8100,8400
