"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18069,5400,6000,6800,8700,10000,10000,10000,11000,11000
"Total",18069,5400,6000,6800,8700,10000,10000,10000,11000,11000
