"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15098,0,2900,3824,29,10005,256,62.95
"None","Total",15098,0,2900,3824,29,10005,256,62.95
