"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",17833,3600,3900,4200,5300,8900,9800,10000,10000,10000
"Total",17833,3600,3900,4200,5300,8900,9800,10000,10000,10000
