"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",17117,17117,2700,2037,15,3719,0,295.89
"None","Total",17117,17117,2700,2037,15,3719,0,295.89
