"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",6011,8900,9100,9200,9300,9500,9700,9900,10000,12000
"Total",6011,8900,9100,9200,9300,9500,9700,9900,10000,12000
