"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15831,15831,4600,3744,15,5346,0,272.91
"None","Total",15831,15831,4600,3744,15,5346,0,272.91
