"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",1675,0,2000,1945,10,2598,256,25.06
"None","Total",1675,0,2000,1945,10,2598,256,25.06
