"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",5835,0,7600,7606,10,10721,246,88.59
"None","Total",5835,0,7600,7606,10,10721,246,88.59
