"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",6590,6300,6600,6900,7000,7700,8000,8300,8400,10000
"Total",6590,6300,6600,6900,7000,7700,8000,8300,8400,10000
