"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",4004,7800,8200,8300,9700,10000,11000,11000,11000,11000
"Total",4004,7800,8200,8300,9700,10000,11000,11000,11000,11000
