"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",15748,5200,5700,6000,6100,6200,6200,6300,6300,6400
"Total",15748,5200,5700,6000,6100,6200,6200,6300,6300,6400
