"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",16078,5200,5800,6100,6100,6200,6200,6200,6300,6800
"Total",16078,5200,5800,6100,6100,6200,6200,6200,6300,6800
