"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",5783,0,7200,7353,10,10359,250,82.95
"None","Total",5783,0,7200,7353,10,10359,250,82.95
