"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",6075,8700,9000,9400,9600,10000,10000,10000,10000,10000
"Total",6075,8700,9000,9400,9600,10000,10000,10000,10000,10000
