"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",27561,1700,1800,1900,1900,2000,2100,2200,2200,2400
"Total",27561,1700,1800,1900,1900,2000,2100,2200,2200,2400
