"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",8092,9500,10000,10000,10000,11000,12000,16000,16000,16000
"Total",8092,9500,10000,10000,10000,11000,12000,16000,16000,16000
