"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",5783,7200,7600,8600,8700,10000,10000,10000,10000,10000
"Total",5783,7200,7600,8600,8700,10000,10000,10000,10000,10000
