"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",3800,4400,4500,4700,4700,5100,5200,5300,5300,5400
"Total",3800,4400,4500,4700,4700,5100,5200,5300,5300,5400
