"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14946,14946,5100,4273,16,7098,0,257.77
"None","Total",14946,14946,5100,4273,16,7098,0,257.77
