"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",5486,0,10000,9669,18,16508,233,85.19
"None","Total",5486,0,10000,9669,18,16508,233,85.19
