"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",4147,0,9400,8858,23,12165,255,76.88
"None","Total",4147,0,9400,8858,23,12165,255,76.88
