"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",16290,4600,4900,5000,5300,5400,5400,5500,5500,6600
"Total",16290,4600,4900,5000,5300,5400,5400,5500,5500,6600
