"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18200,0,2500,2506,28,10065,256,76.52
"None","Total",18200,0,2500,2506,28,10065,256,76.52
