"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",25260,4800,5000,5200,5300,5800,6200,7000,7200,7400
"Total",25260,4800,5000,5200,5300,5800,6200,7000,7200,7400
