"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",25260,0,4800,4848,25,7383,257,106.51
"None","Total",25260,0,4800,4848,25,7383,257,106.51
