"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",244,960,1000,1000,1000,1100,1100,1100,1100,1600
"Total",244,960,1000,1000,1000,1100,1100,1100,1100,1600
