"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",23172,0,3400,3439,24,5196,257,97.40
"None","Total",23172,0,3400,3439,24,5196,257,97.40
