"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",17813,0,2600,2555,26,10068,256,74.51
"None","Total",17813,0,2600,2555,26,10068,256,74.51
