"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",25824,5700,6000,6200,6300,6600,6800,7300,7800,10000
"Total",25824,5700,6000,6200,6300,6600,6800,7300,7800,10000
