"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22199,0,4500,4660,29,10244,256,92.57
"None","Total",22199,0,4500,4660,29,10244,256,92.57
