"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",6374,0,1900,1885,22,10046,256,26.63
"None","Total",6374,0,1900,1885,22,10046,256,26.63
