"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18461,2500,2600,2600,2600,2700,2800,2900,3000,10000
"Total",18461,2500,2600,2600,2600,2700,2800,2900,3000,10000
