"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",23826,0,3400,3358,31,10115,257,99.34
"None","Total",23826,0,3400,3358,31,10115,257,99.34
