"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18144,5200,5800,6400,6900,8400,9800,10000,10000,10000
"Total",18144,5200,5800,6400,6900,8400,9800,10000,10000,10000
