"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",13011,0,10000,9753,29,15553,231,54.77
"None","Total",13011,0,10000,9753,29,15553,231,54.77
