"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15024,0,2400,2342,24,10093,256,62.72
"None","Total",15024,0,2400,2342,24,10093,256,62.72
