"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18144,0,5200,5645,34,10389,255,76.48
"None","Total",18144,0,5200,5645,34,10389,255,76.48
