"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",5997,0,2000,1996,23,2471,256,25.14
"None","Total",5997,0,2000,1996,23,2471,256,25.14
