"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",5997,2000,2000,2100,2100,2100,2200,2200,2200,2500
"Total",5997,2000,2000,2100,2100,2100,2200,2200,2200,2500
