"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",12462,2300,2400,2400,2500,2600,2700,2800,3300,4100
"Total",12462,2300,2400,2400,2500,2600,2700,2800,3300,4100
