"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",107511,87594,160,2527,3,18911,38,361.02
"None","Total",107511,87594,160,2527,3,18911,38,361.02
