"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",114389,4116,160,409,19,151972,191,377.66
"None","Total",114389,4116,160,409,19,151972,191,377.66
