"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18512,0,5500,5447,17,10344,256,62.22
"None","Total",18512,0,5500,5447,17,10344,256,62.22
