"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18264,4000,4200,4300,4400,4700,5100,5900,6800,10000
"Total",18264,4000,4200,4300,4400,4700,5100,5900,6800,10000
