"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",107199,88174,57,2312,4,20087,37,360.45
"None","Total",107199,88174,57,2312,4,20087,37,360.45
