"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",19141,0,9000,8850,47,14794,247,65.13
"None","Total",19141,0,9000,8850,47,14794,247,65.13
