"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",16023,0,2700,2721,10,4517,256,53.82
"None","Total",16023,0,2700,2721,10,4517,256,53.82
