"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",19452,879,11000,12045,22,23896,198,66.30
"None","Total",19452,879,11000,12045,22,23896,198,66.30
