"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",20378,0,12000,12225,50,20428,206,68.42
"None","Total",20378,0,12000,12225,50,20428,206,68.42
