"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",19363,10000,10000,11000,11000,13000,15000,15000,16000,16000
"Total",19363,10000,10000,11000,11000,13000,15000,15000,16000,16000
