"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",20255,0,10000,11173,26,17329,207,69.13
"None","Total",20255,0,10000,11173,26,17329,207,69.13
