"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18309,0,10000,10107,29,15514,231,62.09
"None","Total",18309,0,10000,10107,29,15514,231,62.09
