"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",19030,7400,7900,8500,8800,10000,10000,10000,12000,12000
"Total",19030,7400,7900,8500,8800,10000,10000,10000,12000,12000
