"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",23361,3500,3500,3600,3700,3800,4000,4100,4300,10000
"Total",23361,3500,3500,3600,3700,3800,4000,4100,4300,10000
