"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",22321,0,3100,3095,25,4154,257,93.22
"None","Total",22321,0,3100,3095,25,4154,257,93.22
