"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",24400,0,3800,3732,25,10254,257,102.04
"None","Total",24400,0,3800,3732,25,10254,257,102.04
