"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18226,8100,9100,9500,9800,10000,10000,10000,10000,13000
"Total",18226,8100,9100,9500,9800,10000,10000,10000,10000,13000
