"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",15052,0,2300,2314,25,2809,256,62.86
"None","Total",15052,0,2300,2314,25,2809,256,62.86
