"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18226,0,8100,8141,28,12833,250,76.45
"None","Total",18226,0,8100,8141,28,12833,250,76.45
